Titulo,Categoria,Autor,id,Numero_de_Visitas,Votos_Positivos,Votos_Negativos,URL nuevo portal,votos_totales
Medicamentos del POS ,Salud,Ministerio de Salud y Protección Social,10411,4656,11,44,https://www.datos.gov.co/dataset/e8rk-p7dn,
Indicadores de Salud,Salud,Ministerio de Salud y Protección Social,10244,4043,62,23,https://www.datos.gov.co/dataset/5q5i-ydf8,
Servicios de salud para personas con discapacidad,Salud,Ministerio de Salud y Protección Social,62787,2205,27,10,https://www.datos.gov.co/dataset/ez7e-5u8u,
Autocuidado,Salud,Ministerio de Salud y Protección Social,10407,1421,15,2,https://www.datos.gov.co/dataset/hnnc-ucqv,
Información de riesgos y situaciones de interés salud pública,Salud,Ministerio de Salud y Protección Social,40951,2853,28,3,https://www.datos.gov.co/dataset/svvg-d8g7,
GENERALIDADES SIVIGILA ,Social,Ministerio de Salud y Protección Social,10519,3371,10,4,https://www.datos.gov.co/dataset/pu86-tpiz,
Histórico de los contratos públicos publicados en el secop,Contratación Pública,Ministerio de tecnologías de información y las comunicaciones,68,13877,3,12,https://www.datos.gov.co/dataset/u3x3-4ien,
Contratos públicos activos publicados en el secop,Contratación Pública,Ministerio de tecnologías de información y las comunicaciones,67,8125,4,1,https://www.datos.gov.co/dataset/38ep-6f4w,
Códigos Postales Colombia,Geografía,Ministerio de tecnologías de información y las comunicaciones,63472,9493,2,1,https://www.datos.gov.co/dataset/aifz-2s2z,
"Matriculados especialización TIC, proporción",Ciencia,Ministerio de tecnologías de información y las comunicaciones,74750,12,0,0,https://www.datos.gov.co/dataset/v65v-c86r,
Niveles de Cumplimiento del Lenguaje Común de Enti,Ciencia,Ministerio de tecnologías de información y las comunicaciones,75028,72,0,0,https://www.datos.gov.co/dataset/ec84-nmmg,
Ciudades de Ubicación de las IPS,Salud,Ministerio de tecnologías de información y las comunicaciones,10564,366,0,8,https://www.datos.gov.co/dataset/vfua-h2fg,
Total de suscriptores de Internet ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10534,393,0,18,https://www.datos.gov.co/dataset/bv6u-5rpv,
Participación proveedores por suscripción,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10592,53,0,0,https://www.datos.gov.co/dataset/2b6z-4pgy,
Penetración Internet móvil por suscripción,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10590,117,0,1,https://www.datos.gov.co/dataset/knvr-4ebt,
Proveedores por Suscripción,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10596,58,0,0,https://www.datos.gov.co/dataset/yn8h-z9xx,
Suscriptores de Internet Móvil,Trabajo y Empleo,Ministerio de tecnologías de información y las comunicaciones,10589,726,0,1,https://www.datos.gov.co/dataset/k2xp-jm9u,
Internet por demanda y tecnología,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10588,362,2,1,https://www.datos.gov.co/dataset/hf62-t5f9,
Participación proveedores por demanda ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10594,89,0,0,https://www.datos.gov.co/dataset/gr6q-6jhn,
Internet por suscripción y segmento,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10593,179,0,1,https://www.datos.gov.co/dataset/qbqz-iz37,
Proveedores por demanda,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10595,42,0,0,https://www.datos.gov.co/dataset/4q8h-d5b6,
Transferencia de ingreso en el II del 2015,Educación,UPTC,64364,4,0,0,https://www.datos.gov.co/dataset/tqdv-5saq,
Internet por ancho de banda ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10536,714,2,5,https://www.datos.gov.co/dataset/58qt-d5t5,
Internet por tipo de acceso ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10535,248,0,0,https://www.datos.gov.co/dataset/w274-x9ip,
Suscriptores a Banda Ancha Vive Digital y Otras conexiones,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10537,68,0,0,https://www.datos.gov.co/dataset/w8hc-f4ix,
Variación suscriptores Banda Ancha Vive Digital y Otras conexiones,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10533,214,1,0,https://www.datos.gov.co/dataset/i735-mnib,
Participación por tipo de acceso Banda Ancha Vive Digital,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10541,80,0,0,https://www.datos.gov.co/dataset/8ibe-ziwi,
Participación por tipo de acceso demás conexiones ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10543,78,0,0,https://www.datos.gov.co/dataset/nhp2-6axb,
Penetración Banda Ancha Vive Digital ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10540,98,1,0,https://www.datos.gov.co/dataset/s6yz-3vyi,
Internet por suscripción y tecnología ,Tecnologías de la Información y las Comunicaciones,Ministerio de tecnologías de información y las comunicaciones,10591,122,0,0,https://www.datos.gov.co/dataset/udix-2txh,
Históricos de los Procesos de Contratación por las entidades públicas,Contratación Pública,Ministerio de tecnologías de información y las comunicaciones,76,14405,1,7,https://www.datos.gov.co/dataset/yv3m-ypse,
Visitas plataformas territoriales 2016,Datos Administrativos,Ministerio de tecnologías de información y las comunicaciones,75168,277,2,1,https://www.datos.gov.co/dataset/dy2n-ub4e,
Registro nacional de accidentes de transito,Movilidad y Transporte,Ministerio de transporte,55,13898,18,29,https://www.datos.gov.co/dataset/jb4r-tjbv,
PLAN ANUAL DE ADQUISICIONES MINVIVIENDA,Vivienda,Ministerio de Vivienda Ciudad y Territorio,63204,108,2,0,https://www.datos.gov.co/dataset/arve-xpfz,
Informacion Para Proyectos de Vivienda,Vivienda,Ministerio de Vivienda Ciudad y Territorio,41017,5154,53,15,https://www.datos.gov.co/dataset/vnz6-gnbf,
Normativa del Ministerio de Vivienda,Vivienda,Ministerio de Vivienda Ciudad y Territorio,74874,567,28,0,https://www.datos.gov.co/dataset/bnsr-65p3,
Normativa del Ministerio de Vivienda,Legislación,Ministerio de Vivienda Ciudad y Territorio,30945,921,28,7,https://www.datos.gov.co/dataset/eq7m-cgpb,
Ejecucion presupuestal MVCT Y FONVIVIENDA,Vivienda,Ministerio de Vivienda Ciudad y Territorio,75144,172,2,0,https://www.datos.gov.co/dataset/6f2i-xeeh,
Normativa,Legislación,Ministerio de Vivienda Ciudad y Territorio,30941,50,30,0,https://www.datos.gov.co/dataset/r6qb-hhur,
Normativa del Ministerio de Vivienda,Vivienda,Ministerio de Vivienda Ciudad y Territorio,75151,20,0,0,https://www.datos.gov.co/dataset/3y75-8y5v,
Plan de Acción Institucional,Vivienda,Ministerio de Vivienda Ciudad y Territorio,75075,1033,5,1,https://www.datos.gov.co/dataset/2e2m-7479,
PLAN ANUAL DE ADQUISICIONES MINVIVIENDA,Vivienda,Ministerio de Vivienda Ciudad y Territorio,75422,198,0,0,https://www.datos.gov.co/dataset/9sdx-7z7a,
Proyectos priorizados y viabilizados de Agua,Vivienda,Ministerio de Vivienda Ciudad y Territorio,41015,3120,41,5,https://www.datos.gov.co/dataset/c598-hrrb,
Ejecucion presupuestal MVCT Y FONVIVIENDA,Vivienda,Ministerio de Vivienda Ciudad y Territorio,63216,795,4,1,https://www.datos.gov.co/dataset/4yg5-ng5z,
Registro publico de Entidades Religiosas no catoli,Social,Ministerio del Interior,74748,55,0,0,https://www.datos.gov.co/dataset/26f2-96sn,
Registro publico de Entidades Religiosas no catoli,Social,Ministerio del Interior,75350,11,0,0,https://www.datos.gov.co/dataset/cr6j-dpxx,
Inspecciones del Ministerio del trabajo,Trabajo y Empleo,Ministerio del Trabajo,64224,98,1,0,https://www.datos.gov.co/dataset/b7fd-acq3,
Historico atencion por Canal Mintrabajo,Trabajo y Empleo,Ministerio del Trabajo,64217,108,2,0,https://www.datos.gov.co/dataset/5zwd-eddh,
Drectorio de Territoriales,Trabajo y Empleo,Ministerio del Trabajo,64215,151,0,0,https://www.datos.gov.co/dataset/w8gi-bxj5,
Programación Cultural del Museo Nacional,Cultural,Museo Nacional,92,1672,3,4,https://www.datos.gov.co/dataset/qxbf-799e,
Tabla 1.1. Número de matriculados en programas nac,Educación,Observatorio Colombiano de Ciencia y Tecnología,74378,87,0,0,https://www.datos.gov.co/dataset/978u-ccv2,
"Matriculados doctorado, registro de alta calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74433,14,0,0,https://www.datos.gov.co/dataset/s27i-9vrg,
"Matriculados técnicos tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74457,0,0,0,https://www.datos.gov.co/dataset/gysz-6h93,
"Matricula tecnología TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74763,0,0,0,https://www.datos.gov.co/dataset/9zqs-s8iv,
"Programas doctorado tI, registro de calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74460,0,0,0,https://www.datos.gov.co/dataset/hbbr-ayrp,
"Matriculados técnicos TIC, registro de calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74767,0,0,0,https://www.datos.gov.co/dataset/esh5-6m5k,
"Programas doctorado tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74461,0,0,0,https://www.datos.gov.co/dataset/vcdf-z87u,
"Matriculados técnicos TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74768,4,0,0,https://www.datos.gov.co/dataset/w7bj-chu5,
"Programas maestría tI, proporción ",Científica,Observatorio Colombiano de Ciencia y Tecnología,74464,0,0,0,https://www.datos.gov.co/dataset/wmqe-vppk,
"Programas doctorado TIC, registro de calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74772,2,0,0,https://www.datos.gov.co/dataset/g44v-jspp,
"Programas especialización tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74467,0,0,0,https://www.datos.gov.co/dataset/46v8-k2rv,
"Programas profesional tI, registro de calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74470,0,0,0,https://www.datos.gov.co/dataset/6jrx-2f85,
"Programas maestría TIC, registro alta calidad ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74783,4,0,0,https://www.datos.gov.co/dataset/thpy-dtb8,
"Programas profesional tI, proporción ",Científica,Observatorio Colombiano de Ciencia y Tecnología,74471,0,0,0,https://www.datos.gov.co/dataset/rdja-v29s,
"Programas maestría TIC, proporción ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74785,4,0,0,https://www.datos.gov.co/dataset/pfc4-6n9t,
"Programas tecnológico tI, registro de calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74474,0,0,0,https://www.datos.gov.co/dataset/rrsq-bms3,
Ejecución del presupuesto de ingresos 2014,Educación,Universidad del Valle,63945,14,0,0,https://www.datos.gov.co/dataset/cucq-dz2c,
"Programas especialización TIC, registro alta calid",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74796,0,0,0,https://www.datos.gov.co/dataset/vf4p-9kne,
"Programas tecnológico tI, proporción ",Científica,Observatorio Colombiano de Ciencia y Tecnología,74475,0,0,0,https://www.datos.gov.co/dataset/7z6n-eh2t,
"Programas especialización TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74797,2,0,0,https://www.datos.gov.co/dataset/dg74-e338,
"Programas técnicos tI, registro de alta calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74478,0,0,0,https://www.datos.gov.co/dataset/ncz7-ac57,
"Programas profesional TIC, registro de calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74800,0,0,0,https://www.datos.gov.co/dataset/akxf-3a26,
"Matriculados doctorado TIC, registro de alta calid",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74929,2,0,0,https://www.datos.gov.co/dataset/65ta-2y2n,
"Matriculados doctorado tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74434,0,0,0,https://www.datos.gov.co/dataset/ks4t-fpk2,
"Programas técnicos tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74479,6,0,0,https://www.datos.gov.co/dataset/kuiq-upwd,
"Programas profesional TIC, proporción ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74801,0,0,0,https://www.datos.gov.co/dataset/q3tf-tzau,
"Programas tecnológico TIC, registro de calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74804,0,0,0,https://www.datos.gov.co/dataset/t2wx-e7v9,
"Programas tecnológico TIC, proporción ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74805,0,0,0,https://www.datos.gov.co/dataset/jex3-56tj,
"Programas técnicos TIC, registro de alta calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74809,0,0,0,https://www.datos.gov.co/dataset/84jh-366z,
"Programas técnicos TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74810,0,0,0,https://www.datos.gov.co/dataset/p32a-ha5p,
"Empleados del sector TIC, certificaciones",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74813,24,0,0,https://www.datos.gov.co/dataset/n7dc-4jnv,
"Proporción, empleados capacitados empresas TIC ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74815,4,0,0,https://www.datos.gov.co/dataset/drfh-jpmp,
"Matriculados doctorado TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74732,0,0,0,https://www.datos.gov.co/dataset/47y5-cq5c,
"Matriculados maestría tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74438,0,0,0,https://www.datos.gov.co/dataset/wqqq-vxuv,
"Matriculados maestría TIC, registro alta calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74930,2,0,0,https://www.datos.gov.co/dataset/4t9y-22mu,
"Matriculados especialización tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74455,0,0,0,https://www.datos.gov.co/dataset/yc82-hktb,
"Matriculados maestría TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74744,2,0,0,https://www.datos.gov.co/dataset/fepf-rt88,
"Matriculados profesional tI, registro de calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74451,0,0,0,https://www.datos.gov.co/dataset/8awp-p3tz,
"Matriculados profesional tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74448,0,0,0,https://www.datos.gov.co/dataset/wirz-ujip,
"Matricula tecnología tI, registro de calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74445,0,0,0,https://www.datos.gov.co/dataset/fyhf-gypy,
"Matriculados profesional TIC, registro de calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74757,0,0,0,https://www.datos.gov.co/dataset/6kk5-cmt2,
"Matricula tecnología tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74444,0,0,0,https://www.datos.gov.co/dataset/f9ig-2wie,
"Matriculados profesional TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74758,0,0,0,https://www.datos.gov.co/dataset/jcru-azf4,
"Matriculados técnicos tI, registro de calidad",Científica,Observatorio Colombiano de Ciencia y Tecnología,74456,0,0,0,https://www.datos.gov.co/dataset/65f6-a2w5,
"Matricula tecnología TIC, registro de calidad",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74762,4,0,0,https://www.datos.gov.co/dataset/undm-v25s,
"graduados doctorado tI, proporción ",Científica,Observatorio Colombiano de Ciencia y Tecnología,74489,0,0,0,https://www.datos.gov.co/dataset/8qx4-sd6z,
"trabajadores  en innovación tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74523,74,0,0,https://www.datos.gov.co/dataset/2bc2-3sqs,
"Investigadores empresa  manufactura TIC, sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74936,4,0,0,https://www.datos.gov.co/dataset/aqxr-7zc2,
"trabajadores en innovación tI, sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74524,30,0,0,https://www.datos.gov.co/dataset/34xr-sjfc,
"Trabajadores CTI empresa servicios TIC, sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74937,30,0,0,https://www.datos.gov.co/dataset/ikds-tvvm,
"trabajadores en innovación tI, areas de formación",Científica,Observatorio Colombiano de Ciencia y Tecnología,74525,38,0,0,https://www.datos.gov.co/dataset/gkhw-kprp,
"Trabajadores CTI sector manufactura TIC, areas de ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74855,0,0,0,https://www.datos.gov.co/dataset/y4ww-i2k5,
Consultores externos tI,Científica,Observatorio Colombiano de Ciencia y Tecnología,74526,6,0,0,https://www.datos.gov.co/dataset/5w34-aqeh,
"Trabajadores CTI sector  servicios  TIC, areas de ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74856,0,0,0,https://www.datos.gov.co/dataset/ivdi-g86s,
"trabajadores en CtI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74528,26,16,2,https://www.datos.gov.co/dataset/qsfy-66fc,
"Trabajadores  en innovación TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74857,4,0,0,https://www.datos.gov.co/dataset/ab6y-7f2g,
"trabajadores certificados, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74529,10,0,0,https://www.datos.gov.co/dataset/5abx-qzwk,
Consultores externos TIC,Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74858,10,0,0,https://www.datos.gov.co/dataset/jmc9-wgab,
"Trabajadores en innovación TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74859,10,0,0,https://www.datos.gov.co/dataset/rtxm-gpn6,
"Proporción, empleados en actividades CTI -I+D. TIC",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74860,2,0,0,https://www.datos.gov.co/dataset/auvt-jiri,
"Graduados doctorado TIC, proporción ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74818,0,0,0,https://www.datos.gov.co/dataset/qsny-m63r,
"graduados maestría tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74493,0,0,0,https://www.datos.gov.co/dataset/n54x-ques,
"Graduados maestría TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74823,38,0,0,https://www.datos.gov.co/dataset/4gx2-nkyc,
"graduados especialización tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74497,0,0,0,https://www.datos.gov.co/dataset/eajd-fevv,
"Graduados especialización TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74836,0,0,0,https://www.datos.gov.co/dataset/79fr-898c,
"graduados profesional tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74501,0,0,0,https://www.datos.gov.co/dataset/bpdw-9h3u,
"Graduados profesional TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74840,2,0,0,https://www.datos.gov.co/dataset/dtbe-fvt4,
"graduados tecnológica tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74505,0,0,0,https://www.datos.gov.co/dataset/xccm-gv47,
"Graduados tecnológica TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74843,0,0,0,https://www.datos.gov.co/dataset/8e3u-ksn7,
"graduados formación técnica tI, proporción ",Científica,Observatorio Colombiano de Ciencia y Tecnología,74509,0,0,0,https://www.datos.gov.co/dataset/t3bq-nrsa,
"Graduados formación técnica TIC, proporción ",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74847,2,0,0,https://www.datos.gov.co/dataset/jtwr-9vbv,
"grupos investigación tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74513,0,0,0,https://www.datos.gov.co/dataset/w3n6-3ted,
"Proporción Grupos investigación TIC,",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74931,0,0,0,https://www.datos.gov.co/dataset/88u4-7d7h,
"Investigadores tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74520,2,0,0,https://www.datos.gov.co/dataset/2cwx-ggbx,
"Investigadores TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74932,4,0,0,https://www.datos.gov.co/dataset/vj4t-jhw6,
"Investigadores empresa tI, sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74521,0,0,0,https://www.datos.gov.co/dataset/ptxi-kr3e,
"Investigadores empresa servicios TIC, sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74933,2,0,0,https://www.datos.gov.co/dataset/b4p3-5gq3,
"Montos proyectos CtI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74532,0,0,0,https://www.datos.gov.co/dataset/jmzr-q4h5,
"Montos proyectos CTI TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74864,8,0,0,https://www.datos.gov.co/dataset/f76e-xjpw,
"Número de proyectos CtI en tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74535,2,0,0,https://www.datos.gov.co/dataset/uqmf-jye2,
"Número de proyectos CTI en TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74867,0,0,0,https://www.datos.gov.co/dataset/2aaw-sxvh,
Empresas tI que innovan,Científica,Observatorio Colombiano de Ciencia y Tecnología,74538,0,0,0,https://www.datos.gov.co/dataset/wa76-8u7v,
"Número de proyectos CTI en TIC, entidad territoria",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74871,8,0,0,https://www.datos.gov.co/dataset/2cr9-j4g9,
"Beneficios tributarios tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74544,2,0,0,https://www.datos.gov.co/dataset/8xyc-t4er,
"Beneficios tributarios TIC, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74878,6,0,0,https://www.datos.gov.co/dataset/m27x-seu6,
Solicitud de beneficios tributarios tI,Científica,Observatorio Colombiano de Ciencia y Tecnología,74545,4,0,0,https://www.datos.gov.co/dataset/sbt5-zkm8,
"Fuentes de información, por tipo de fuente",Científica,Observatorio Colombiano de Ciencia y Tecnología,74546,0,0,0,https://www.datos.gov.co/dataset/f3np-3u7h,
"Fuentes  bibliográficas, proporción, empresas serv",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74910,2,0,0,https://www.datos.gov.co/dataset/mpbk-4uzg,
"Fuentes de información, manufactura TIC",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74879,2,0,0,https://www.datos.gov.co/dataset/hfhz-wcta,
Fuentes de información externas,Científica,Observatorio Colombiano de Ciencia y Tecnología,74549,0,0,0,https://www.datos.gov.co/dataset/itjb-h7qg,
"Fuentes de información, servicio TIC",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74880,4,0,0,https://www.datos.gov.co/dataset/av5h-2n53,
"Empresas que relacionan con el SNCtI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74552,0,0,0,https://www.datos.gov.co/dataset/ghwa-ym95,
"Procedencia fuentes de información, manufactura TI",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74881,10,0,0,https://www.datos.gov.co/dataset/cvb2-jnn3,
"Empresas que cooperan para innovar, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74556,0,0,0,https://www.datos.gov.co/dataset/3gt4-6agp,
"Procedencia fuentes de información, servicio TIC",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74882,20,0,0,https://www.datos.gov.co/dataset/qqmm-gk6d,
"Fuentes de información, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74563,0,0,0,https://www.datos.gov.co/dataset/vaji-nwzn,
"Proporción empresas manufactura TIC, relación SNCT",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74894,0,0,0,https://www.datos.gov.co/dataset/rgw7-hrby,
"Proporción empresas servicios, TIC relación SNCTI",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74895,0,0,0,https://www.datos.gov.co/dataset/c859-imh8,
"Empresas manfactura TIC, cooperación, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74898,4,0,0,https://www.datos.gov.co/dataset/3hkf-acdi,
"Empresas servicios TIC, cooperación, proporción",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74899,0,0,0,https://www.datos.gov.co/dataset/nvip-qz3b,
"Fuentes  bibliográficas, proporción, empresas manu",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74909,8,0,0,https://www.datos.gov.co/dataset/ukhb-spju,
"Citas documentos tI, Web of Science",Científica,Observatorio Colombiano de Ciencia y Tecnología,74567,2,0,0,https://www.datos.gov.co/dataset/5ybz-yjvh,
"Citas documentos tI, Scopus",Científica,Observatorio Colombiano de Ciencia y Tecnología,74568,2,0,0,https://www.datos.gov.co/dataset/cvt5-8mya,
"Revistas indexadas tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74570,2,0,0,https://www.datos.gov.co/dataset/ydpn-zubx,
"Innovaciones empresas tI, proporción",Científica,Observatorio Colombiano de Ciencia y Tecnología,74579,0,0,0,https://www.datos.gov.co/dataset/kgqq-2d7d,
Innovaciones empresas manufactura TIC,Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74925,0,0,0,https://www.datos.gov.co/dataset/p69a-n2tz,
"Innovaciones empresas tI, proporción del total",Científica,Observatorio Colombiano de Ciencia y Tecnología,74581,0,0,0,https://www.datos.gov.co/dataset/ckza-cs98,
Innovaciones empresas servicios TIC,Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74926,6,0,0,https://www.datos.gov.co/dataset/b55c-iwht,
"Matriculados doctorado TI, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74696,48,0,0,https://www.datos.gov.co/dataset/frvp-a3wq,
"Matriculados profesional tI, por territorios",Científica,Observatorio Colombiano de Ciencia y Tecnología,74453,0,0,0,https://www.datos.gov.co/dataset/9j4z-baar,
"Matriculados profesional TIC, por territorios",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74752,10,0,0,https://www.datos.gov.co/dataset/rj6y-ra29,
"Matriculados profesional tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74450,2,0,0,https://www.datos.gov.co/dataset/2cv7-bsqf,
"Matriculados profesional TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74756,0,0,0,https://www.datos.gov.co/dataset/ug38-yw94,
"Matriculados tecnológia tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74449,2,0,0,https://www.datos.gov.co/dataset/sg58-fngx,
"Matriculados tecnológia TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74759,0,0,0,https://www.datos.gov.co/dataset/xg9s-5dc2,
"Matricula tecnología tI, entidad territorial",Científica,Observatorio Colombiano de Ciencia y Tecnología,74446,2,0,0,https://www.datos.gov.co/dataset/wpe4-fg47,
"Matricula tecnología TIC, entidad territorial",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74760,0,0,0,https://www.datos.gov.co/dataset/yr9c-qcc9,
"Matricula tecnología tI, IES",Científica,Observatorio Colombiano de Ciencia y Tecnología,74447,0,0,0,https://www.datos.gov.co/dataset/y3tx-xrep,
"Matricula tecnología TIC, IES",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74761,4,0,0,https://www.datos.gov.co/dataset/m34z-5rs6,
"Matriculados técnicos tI, OCDE y sexo",Científica,Observatorio Colombiano de Ciencia y Tecnología,74443,0,0,0,https://www.datos.gov.co/dataset/6r6r-jnfe,
"Matriculados técnicos TIC, OCDE y sexo",Ciencia,Observatorio Colombiano de Ciencia y Tecnología,74764,2,0,0,https://www.datos.gov.co/dataset/kvkf-hkdb,
